Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999
1,Jonathan Taylor,IND,RB,26,3,3,0,0,0,0,0,60,338,5.63,3,9,8,93,11.63,1,0,0,4,,,67,75.1,78.1,71.1,39,1,1,TaylJo02
2,Lamar Jackson,BAL,QB,28,3,3,54,75,722,9,0,15,118,7.87,1,0,0,0,,0,1,0,1,,,83,82.7,88.7,82.7,33,1,2,JackLa00
3,James Cook,BUF,RB,26,3,3,0,0,0,0,0,53,284,5.36,4,9,9,71,7.89,0,1,0,4,,,60,68.5,71.5,64.0,32,2,3,CookJa01
4,Josh Allen,BUF,QB,29,3,3,69,99,755,5,0,24,114,4.75,2,0,0,0,,0,1,0,2,,,74,73.6,79.6,73.6,24,2,4,AlleJo02
5,Amon-Ra St. Brown,DET,WR,26,3,3,0,0,0,0,0,2,7,3.50,0,25,20,237,11.85,4,0,0,4,,,48,68.4,71.4,58.4,24,1,5,StxxAm00
6,Rome Odunze,CHI,WR,23,3,3,0,0,0,0,0,0,0,,0,27,16,227,14.19,4,0,0,4,,,47,62.7,65.7,54.7,22,2,6,OdunRo00
7,Tre Tucker,LVR,WR,24,3,3,0,0,0,0,0,2,11,5.50,0,20,13,211,16.23,4,0,0,4,,,46,59.2,62.2,52.7,22,3,7,TuckTr00
8,Caleb Williams,CHI,QB,24,3,3,59,93,715,7,1,16,97,6.06,1,0,0,0,,0,0,0,1,,,70,70.3,74.3,71.3,21,3,8,WillCa03
9,Bijan Robinson,ATL,RB,23,3,3,0,0,0,0,0,47,239,5.09,0,18,14,164,11.71,1,0,0,1,,,46,60.3,66.3,53.3,20,3,9,RobiBi01
10,Puka Nacua,LAR,WR,24,3,3,0,0,0,0,0,3,52,17.33,1,35,29,333,11.48,0,0,0,1,,,45,73.5,76.5,59.0,20,4,10,NacuPu00
11,Daniel Jones,IND,QB,28,3,3,63,88,816,3,0,17,55,3.24,3,0,0,0,,0,0,0,3,,,68,68.1,71.1,68.1,19,4,11,JoneDa05
12,Javonte Williams,DAL,RB,25,3,3,0,0,0,0,0,43,227,5.28,3,15,13,59,4.54,0,1,1,3,,,45,57.6,61.6,51.1,18,6,12,WillJa10
13,Christian McCaffrey,SFO,RB,29,3,3,0,0,0,0,0,52,176,3.38,0,32,25,213,8.52,1,0,0,1,,,45,69.9,75.9,57.4,18,4,13,McCaCh01
14,David Montgomery,DET,RB,28,3,0,0,0,0,0,0,34,233,6.85,3,6,6,35,5.83,0,0,0,3,,,45,50.8,53.8,47.8,18,5,14,MontDa01
15,Quentin Johnston,LAC,WR,24,3,3,0,0,0,0,0,1,-2,-2.00,0,24,14,239,17.07,3,0,0,3,,,42,55.7,58.7,48.7,18,5,15,JohnQu02
16,Jahmyr Gibbs,DET,RB,23,3,3,0,0,0,0,0,43,180,4.19,3,19,18,73,4.06,0,0,0,3,,,43,61.3,64.3,52.3,17,7,16,GibbJa01
17,Jalen Hurts,PHI,QB,27,3,3,55,77,479,3,0,32,117,3.66,4,0,0,0,,0,2,1,4,,,65,64.9,71.9,64.9,16,5,17,HurtJa00
18,Travis Etienne,JAX,RB,26,3,3,0,0,0,0,0,46,270,5.87,1,8,5,31,6.20,1,0,0,2,,,42,47.1,50.1,44.6,16,8,18,EtieTr00
19,J.K. Dobbins,DEN,RB,27,3,2,0,0,0,0,0,41,222,5.41,3,6,4,14,3.50,0,0,0,3,,,42,45.6,48.6,43.6,15,9,19,DobbJK00
20,De'Von Achane,MIA,RB,24,3,3,0,0,0,0,0,30,147,4.90,0,23,18,141,7.83,2,0,0,2,,,41,58.8,64.8,49.8,15,10,20,AchaDe00
21,Derrick Henry,BAL,RB,31,3,3,0,1,0,0,0,41,242,5.90,3,2,2,20,10.00,0,3,2,3,,,40,42.2,47.2,41.2,14,11,21,HenrDe00
22,Keenan Allen,LAC,WR,33,3,1,0,0,0,0,0,0,0,,0,28,19,194,10.21,3,0,0,3,,,37,56.4,59.4,46.9,14,6,22,AlleKe00
23,Tucker Kraft,GNB,TE,25,3,3,0,0,0,0,0,1,3,3.00,0,15,11,169,15.36,2,0,0,2,,,29,40.2,43.2,34.7,14,1,23,KrafTu00
24,Justin Herbert,LAC,QB,27,3,3,72,108,860,6,1,18,69,3.83,0,0,0,0,,0,2,1,0,,,61,61.3,66.3,62.3,13,6,24,HerbJu00
25,Patrick Mahomes,KAN,QB,30,3,3,62,105,669,3,1,18,125,6.94,2,0,0,0,,0,2,0,2,,,61,61.3,68.3,62.3,13,7,25,MahoPa00
26,Emeka Egbuka,TAM,WR,23,3,3,0,0,0,0,0,1,9,9.00,0,21,14,181,12.93,3,0,0,3,,,37,51.0,54.0,44.0,13,8,26,EgbuEm01
27,Malik Nabers,NYG,WR,22,3,3,0,0,0,0,0,0,0,,0,32,16,251,15.69,2,0,0,2,,,37,53.1,56.1,45.1,13,7,27,NabeMa00
28,Jaxon Smith-Njigba,SEA,WR,23,3,3,0,0,0,0,0,0,0,,0,29,22,323,14.68,1,2,1,1,,,36,58.3,62.3,47.3,13,9,28,SmitJa06
29,Hunter Henry,NWE,TE,31,3,3,0,0,0,0,0,0,0,,0,22,13,165,12.69,2,0,0,2,,,29,41.5,44.5,35.0,13,2,29,HenrHu00
30,Baker Mayfield,TAM,QB,30,3,3,61,99,615,6,0,12,116,9.67,0,0,0,0,,0,2,0,0,,,60,60.2,66.2,60.2,12,9,30,MayfBa00
31,Drake Maye,NWE,QB,23,3,3,77,106,785,5,2,21,87,4.14,1,1,1,2,2.00,0,2,1,1,,,60,61.3,67.3,62.8,12,8,31,MayeDr00
32,Kyren Williams,LAR,RB,25,3,3,0,0,0,0,0,55,226,4.11,1,7,5,35,7.00,1,0,0,2,,,38,43.1,46.1,40.6,12,12,32,WillKy02
33,Dalton Kincaid,BUF,TE,26,3,2,0,0,0,0,0,0,0,,0,16,13,151,11.62,2,1,0,2,,,27,40.1,43.1,33.6,12,3,33,KincDa00
34,Kenneth Walker III,SEA,RB,25,3,3,0,0,0,0,0,39,163,4.18,3,5,5,29,5.80,0,0,0,3,,,37,42.2,45.2,39.7,11,13,34,WalkKe00
35,Garrett Wilson,NYJ,WR,25,3,3,0,0,0,0,0,0,0,,0,30,21,229,10.90,2,1,0,2,,,35,55.9,58.9,45.4,11,10,35,WilsGa00
36,Chuba Hubbard,CAR,RB,26,3,3,0,0,0,0,0,43,168,3.91,0,14,10,74,7.40,2,0,0,2,,,36,46.2,49.2,41.2,10,14,36,HubbCh01
37,Davante Adams,LAR,WR,33,3,3,0,0,0,0,0,0,0,,0,29,13,213,16.38,2,0,0,2,,,33,46.3,49.3,39.8,10,11,37,AdamDa01
38,Zach Ertz,WAS,TE,35,3,3,0,0,0,0,0,0,0,,0,16,12,128,10.67,2,0,0,2,,,25,36.8,39.8,30.8,10,4,38,ErtzZa00
39,Jared Goff,DET,QB,31,3,3,74,95,761,7,1,6,11,1.83,0,0,0,0,,0,1,0,0,,,58,57.5,61.5,58.5,9,10,39,GoffJa00
40,Josh Jacobs,GNB,RB,27,3,3,0,0,0,0,0,58,180,3.10,2,10,6,48,8.00,0,1,0,2,,,35,40.8,43.8,37.8,9,17,40,JacoJo01
41,Saquon Barkley,PHI,RB,28,3,3,0,0,0,0,0,58,194,3.34,2,12,10,39,3.90,0,0,0,2,,,35,45.3,48.3,40.3,9,15,41,BarkSa00
42,Jordan Mason,MIN,RB,26,3,1,0,0,0,0,0,40,214,5.35,2,4,3,15,5.00,0,0,0,2,,,35,37.9,40.9,36.4,9,16,42,MasoJo00
43,Trey McBride,ARI,TE,26,3,3,0,0,0,0,0,0,0,,0,24,17,182,10.71,1,0,0,1,,,24,41.2,44.2,32.7,9,5,43,McBrTr01
44,Juwan Johnson,NOR,TE,29,3,3,0,0,0,0,0,0,0,,0,28,19,176,9.26,1,0,0,1,,,24,42.6,45.6,33.1,9,6,44,JohnJu02
45,Jaylen Warren,PIT,RB,27,3,3,0,0,0,0,0,43,132,3.07,0,12,11,142,12.91,1,0,0,1,,,33,44.4,50.4,38.9,8,18,45,WarrJa01
46,Michael Pittman Jr.,IND,WR,28,3,3,0,0,0,0,0,0,0,,0,19,16,193,12.06,2,0,0,2,,,31,47.3,50.3,39.3,8,12,46,PittMi01
47,Bucky Irving,TAM,RB,23,3,3,0,0,0,0,0,56,174,3.11,0,14,14,91,6.50,1,0,0,1,,,33,46.5,49.5,39.5,7,19,47,IrviBu00
48,Courtland Sutton,DEN,WR,30,3,3,0,0,0,0,0,0,0,,0,21,13,185,14.23,2,0,0,2,,,31,43.5,46.5,37.0,7,13,48,SuttCo00
49,Zay Flowers,BAL,WR,25,3,3,0,0,0,0,0,3,12,4.00,0,23,16,231,14.44,1,0,0,1,,,30,46.3,49.3,38.3,7,14,49,FlowZa00
50,Mark Andrews,BAL,TE,30,3,3,0,0,0,0,0,1,2,2.00,0,10,8,98,12.25,2,0,0,2,,,22,30.0,30.0,26.0,7,7,50,AndrMa00
51,Ja'Marr Chase,CIN,WR,25,3,3,0,0,0,0,0,1,9,9.00,0,27,21,241,11.48,1,1,1,1,,,29,50.0,54.0,39.5,6,16,51,ChasJa00
52,Deebo Samuel,WAS,WR,29,3,0,0,0,0,0,0,4,37,9.25,1,21,16,132,8.25,1,0,0,2,,,29,44.9,47.9,36.9,6,17,52,SamuDe00
53,Tyquan Thornton,KAN,WR,25,3,2,0,0,0,0,0,0,0,,0,18,9,171,19.00,2,0,0,2,,,29,38.1,41.1,33.6,6,15,53,ThorTy00
54,Cam Skattebo,NYG,RB,23,3,0,0,0,0,0,0,23,102,4.43,2,13,10,87,8.70,0,0,0,2,,,31,40.9,43.9,35.9,5,20,54,SkatCa00
55,George Pickens,DAL,WR,24,3,3,0,0,0,0,0,0,0,,0,22,13,166,12.77,2,0,0,2,,,29,41.6,44.6,35.1,5,18,55,PickGe00
56,Wan'Dale Robinson,NYG,WR,24,3,2,0,0,0,0,0,0,0,,0,22,15,223,14.87,1,0,0,1,,,28,43.3,46.3,35.8,5,19,56,RobiWa01
57,Ricky Pearsall,SFO,WR,25,3,3,0,0,0,0,0,1,-4,-4.00,0,24,16,281,17.56,0,0,0,0,,,28,43.7,46.7,35.7,5,21,57,PearRi00
58,Nico Collins,HOU,WR,26,3,3,0,0,0,0,0,0,0,,0,25,14,181,12.93,2,1,1,2,,,28,42.1,46.1,35.1,5,20,58,CollNi00
59,Brock Bowers,LVR,TE,23,3,1,0,0,0,0,0,0,0,,0,21,14,179,12.79,0,0,0,0,1,,20,33.9,36.9,26.9,5,8,59,BoweBr01
60,Tyler Warren,IND,TE,23,3,3,0,0,0,0,0,2,3,1.50,0,21,14,193,13.79,0,0,0,0,,,20,33.6,36.6,26.6,5,9,60,WarrTy00
61,Travis Kelce,KAN,TE,36,3,3,0,0,0,0,0,0,0,,0,17,10,134,13.40,1,0,0,1,,,19,29.4,32.4,24.4,5,10,61,KelcTr00
62,Jake Ferguson,DAL,TE,26,3,2,0,0,0,0,0,0,0,,0,32,27,183,6.78,0,0,0,0,,,18,45.3,48.3,31.8,4,11,62,FergJa00
63,Tony Pollard,TEN,RB,28,3,3,0,0,0,0,0,54,197,3.65,1,6,3,43,14.33,0,1,1,1,,,28,31.0,35.0,29.5,3,21,63,PollTo00
64,Justin Jefferson,MIN,WR,26,3,3,0,0,0,0,0,1,4,4.00,0,20,12,200,16.67,1,0,0,1,,,26,38.4,41.4,32.4,3,22,64,JeffJu00
65,Jaylen Waddle,MIA,WR,27,3,3,0,0,0,0,0,0,0,,0,17,14,137,9.79,2,0,0,2,,,26,39.7,42.7,32.7,3,24,65,WaddJa00
66,D.K. Metcalf,PIT,WR,28,3,3,0,0,0,0,0,0,0,,0,17,10,135,13.50,2,0,0,2,,,26,35.5,38.5,30.5,3,25,66,MetcDK00
67,Tyreek Hill,MIA,WR,31,3,3,0,0,0,0,0,0,0,,0,23,15,198,13.20,1,0,0,1,,,26,40.8,43.8,33.3,3,23,67,HillTy00
68,Omarion Hampton,LAC,RB,22,3,3,0,0,0,0,0,42,142,3.38,1,11,9,73,8.11,0,1,0,1,,,28,36.5,39.5,32.0,2,22,68,HampOm00
69,Alvin Kamara,NOR,RB,30,3,3,0,0,0,0,0,50,186,3.72,1,10,9,47,5.22,0,1,1,1,,,27,36.3,40.3,31.8,2,23,69,KamaAl00
70,Calvin Austin III,PIT,WR,26,3,3,0,0,0,0,0,0,0,,0,15,8,126,15.75,2,0,0,2,,,25,32.6,35.6,28.6,2,26,70,AustCa00
71,Tory Horton,SEA,WR,23,3,0,0,0,0,0,0,0,0,,0,8,5,64,12.80,2,0,0,3,,,24,29.4,29.4,26.9,2,27,71,HortTo00
72,Jameson Williams,DET,WR,24,3,3,0,0,0,0,0,1,3,3.00,0,12,8,174,21.75,1,0,0,1,,,24,31.7,34.7,27.7,1,28,72,WillJa11
73,Aaron Rodgers,PIT,QB,42,3,3,56,86,586,7,3,6,3,0.50,0,0,0,0,,0,0,0,0,,1,48,47.7,53.7,50.7,,12,73,RodgAa00
74,Jordan Love,GNB,QB,27,3,3,53,78,663,5,1,10,34,3.40,0,0,0,0,,0,0,0,0,,,48,47.9,51.9,48.9,,11,74,LoveJo03
75,Geno Smith,LVR,QB,35,3,3,67,106,831,4,4,9,35,3.89,0,0,0,0,,0,0,0,0,,1,47,46.7,53.7,50.7,,13,75,SmitGe00
76,Russell Wilson,NYG,QB,37,3,3,65,110,778,3,3,16,94,5.88,0,0,0,0,,0,2,0,0,,,47,46.5,52.5,49.5,,14,76,WilsRu00
77,Kyler Murray,ARI,QB,28,3,3,60,89,542,4,1,20,107,5.35,0,0,0,0,,0,0,0,0,,,46,46.4,53.4,47.4,,15,77,MurrKy00
78,Spencer Rattler,NOR,QB,25,3,3,80,119,639,4,1,10,53,5.30,0,0,0,0,,0,1,0,0,,,45,44.9,48.9,45.9,,16,78,RattSp00
79,Matthew Stafford,LAR,QB,37,3,3,63,95,739,5,2,6,-8,-1.33,0,0,0,0,,0,2,0,0,,,45,44.8,49.8,46.8,,17,,StafMa00
80,Dak Prescott,DAL,QB,32,3,3,90,126,800,3,3,4,20,5.00,0,0,0,0,,0,1,0,0,,1,42,42.0,48.0,45.0,,18,,PresDa01
81,Bo Nix,DEN,QB,25,3,3,61,95,535,5,3,19,71,3.74,0,0,0,0,,0,1,1,0,,,41,40.5,47.5,43.5,,20,,NixxBo00
82,Bryce Young,CAR,QB,24,3,3,69,114,603,4,3,9,50,5.56,1,0,0,0,,0,2,2,1,,,41,41.1,49.1,44.1,,19,,YounBr01
83,Jayden Daniels,WAS,QB,25,2,2,43,72,433,3,0,18,85,4.72,0,0,0,0,,0,0,0,0,,1,40,39.8,42.8,39.8,,21,,DaniJa02
84,Sam Darnold,SEA,QB,28,3,3,52,74,663,4,2,2,14,7.00,0,0,0,0,,0,1,1,0,,,38,37.9,43.9,39.9,,22,,DarnSa00
85,Trevor Lawrence,JAX,QB,26,3,3,63,113,671,4,4,8,25,3.13,0,0,0,0,,0,1,0,0,,,37,37.3,44.3,41.3,,23,,LawrTr00
86,Tua Tagovailoa,MIA,QB,27,3,3,62,89,575,5,4,3,17,5.67,0,0,0,0,,0,2,1,0,,1,37,36.7,44.7,40.7,,24,,TagoTu00
87,Mac Jones,SFO,QB,27,2,2,53,80,563,4,1,7,5,0.71,0,0,0,0,,0,2,1,0,,,35,35.0,40.0,36.0,,25,,JoneMa05
88,Justin Fields,NYJ,QB,26,2,2,19,33,245,1,0,17,97,5.71,2,0,0,0,,0,2,1,2,,,34,33.5,34.5,33.5,,27,,FielJu00
89,C.J. Stroud,HOU,QB,24,3,3,57,89,599,2,3,13,81,6.23,0,0,0,0,,0,0,0,0,,,34,34.1,40.1,37.1,,26,,StroCJ00
90,Michael Penix,ATL,QB,25,3,3,58,99,605,1,2,9,29,3.22,1,0,0,0,,0,1,0,1,,,33,33.1,38.1,35.1,,28,,PeniMi00
91,James Conner,ARI,RB,30,3,3,0,0,0,0,0,32,95,2.97,1,9,8,38,4.75,1,1,0,2,,,25,33.3,33.3,29.3,,24,,ConnJa00
92,Jacory Croskey-Merritt,WAS,RB,24,3,0,0,0,0,0,0,22,125,5.68,2,3,1,5,5.00,0,0,0,2,,,25,26.0,29.0,25.5,,26,,CrosJa00
93,Joe Flacco,CLE,QB,40,3,3,77,126,631,2,4,3,14,4.67,0,0,0,0,,0,1,1,0,,,25,24.6,32.6,28.6,,31,,FlacJo00
94,J.J. McCarthy,MIN,QB,22,2,2,24,41,301,2,3,7,50,7.14,1,0,0,0,,0,3,1,1,,1,25,25.0,32.0,28.0,,29,,McCaJJ00
95,D'Andre Swift,CHI,RB,26,3,3,0,0,0,0,0,42,149,3.55,1,12,9,63,7.00,0,1,1,1,,,25,34.2,38.2,29.7,,25,,SwifDA00
96,Tyrod Taylor,NYJ,QB,36,2,1,33,47,253,3,1,11,69,6.27,0,0,0,0,,0,1,1,0,,,25,25.0,27.0,26.0,,30,,TaylTy00
97,Jake Browning,CIN,QB,29,2,1,40,59,381,3,5,2,4,2.00,1,0,0,0,,0,0,0,1,,,24,23.6,31.6,28.6,,33,,BrowJa08
98,Breece Hall,NYJ,RB,24,3,3,0,0,0,0,0,38,157,4.13,0,13,8,78,9.75,0,0,0,0,,,24,31.5,34.5,27.5,,27,,HallBr03
99,Cam Ward,TEN,QB,23,3,3,54,99,506,2,1,7,20,2.86,0,0,0,0,,0,2,2,0,,,24,24.2,30.2,25.2,,32,,WardCa00
100,Elic Ayomanor,TEN,WR,22,3,3,0,0,0,0,0,0,0,,0,18,10,107,10.70,2,0,0,2,,,23,32.7,35.7,27.7,,31,,AyomEl00
101,Nick Chubb,HOU,RB,30,3,3,0,0,0,0,0,34,141,4.15,1,7,5,31,6.20,0,0,0,1,,,23,28.2,31.2,25.7,,28,,ChubNi00
102,DeAndre Hopkins,BAL,WR,33,3,0,0,0,0,0,0,0,0,,0,6,5,112,22.40,2,0,0,2,,,23,28.2,31.2,25.7,,29,,HopkDe00
103,Quinshon Judkins,CLE,RB,22,2,2,0,0,0,0,0,28,155,5.54,1,5,4,11,2.75,0,0,0,1,,,23,26.6,29.6,24.6,,29,,JudkQu00
104,Jakobi Meyers,LVR,WR,29,3,3,0,0,0,0,0,0,0,,0,26,17,228,13.41,0,0,0,0,,,23,39.8,42.8,31.3,,30,,MeyeJa01
105,Bhayshul Tuten,JAX,RB,23,3,0,0,0,0,0,0,17,74,4.35,1,3,2,32,16.00,1,0,0,2,,,23,24.6,24.6,23.6,,30,,TuteBh00
106,Keon Coleman,BUF,WR,22,3,3,0,0,0,0,0,0,0,,0,18,14,158,11.29,1,0,0,1,,,22,35.8,38.8,28.8,,34,,ColeKe02
107,CeeDee Lamb,DAL,WR,26,3,3,0,0,0,0,0,0,0,,0,24,16,222,13.88,0,0,0,0,,,22,38.2,41.2,30.2,,32,,LambCe00
